cable_id,cable_name,lp_id,landing_point,country,landing_lat,landing_lon,capacity_mw,cable_type,install_year
africa-coast-to-europe-ace,Africa Coast to Europe (ACE),abidjan-cte-divoire,"Abidjan, Côte d'Ivoire",Côte d'Ivoire,,,,fiber_or_unknown,2012.0
africa-coast-to-europe-ace,Africa Coast to Europe (ACE),bata-equatorial-guinea,"Bata, Equatorial Guinea",Equatorial Guinea,,,,fiber_or_unknown,2012.0
africa-coast-to-europe-ace,Africa Coast to Europe (ACE),penmarch-france,"Penmarch, France",France,,,,fiber_or_unknown,2012.0
africa-coast-to-europe-ace,Africa Coast to Europe (ACE),libreville-gabon,"Libreville, Gabon",Gabon,,,,fiber_or_unknown,2012.0
africa-coast-to-europe-ace,Africa Coast to Europe (ACE),banjul-gambia,"Banjul, Gambia",Gambia,,,,fiber_or_unknown,2012.0
africa-coast-to-europe-ace,Africa Coast to Europe (ACE),accra-ghana,"Accra, Ghana",Ghana,,,,fiber_or_unknown,2012.0
africa-coast-to-europe-ace,Africa Coast to Europe (ACE),conakry-guinea,"Conakry, Guinea",Guinea,,,,fiber_or_unknown,2012.0
africa-coast-to-europe-ace,Africa Coast to Europe (ACE),suro-guinea-bissau,"Suro, Guinea-Bissau",Guinea-Bissau,,,,fiber_or_unknown,2012.0
africa-coast-to-europe-ace,Africa Coast to Europe (ACE),monrovia-liberia,"Monrovia, Liberia",Liberia,,,,fiber_or_unknown,2012.0
africa-coast-to-europe-ace,Africa Coast to Europe (ACE),nouakchott-mauritania,"Nouakchott, Mauritania",Mauritania,,,,fiber_or_unknown,2012.0
africa-coast-to-europe-ace,Africa Coast to Europe (ACE),lagos-nigeria,"Lagos, Nigeria",Nigeria,,,,fiber_or_unknown,2012.0
africa-coast-to-europe-ace,Africa Coast to Europe (ACE),carcavelos-portugal,"Carcavelos, Portugal",Portugal,,,,fiber_or_unknown,2012.0
africa-coast-to-europe-ace,Africa Coast to Europe (ACE),sao-tome-sao-tome-and-principe,"Sao Tome, Sao Tome and Principe",Sao Tome and Principe,,,,fiber_or_unknown,2012.0
africa-coast-to-europe-ace,Africa Coast to Europe (ACE),dakar-senegal,"Dakar, Senegal",Senegal,,,,fiber_or_unknown,2012.0
africa-coast-to-europe-ace,Africa Coast to Europe (ACE),freetown-sierra-leone,"Freetown, Sierra Leone",Sierra Leone,,,,fiber_or_unknown,2012.0
africa-coast-to-europe-ace,Africa Coast to Europe (ACE),duynefontein-south-africa,"Duynefontein, South Africa",South Africa,,,,fiber_or_unknown,2012.0
africa-coast-to-europe-ace,Africa Coast to Europe (ACE),granadilla-de-abona-spain,"Granadilla de Abona, Spain",Spain,,,,fiber_or_unknown,2012.0
airraq,Airraq,dillingham-ak-united-states,"Dillingham, AK, United States",United States,,,,fiber_or_unknown,2025.0
airraq,Airraq,eek-ak-united-states,"Eek, AK, United States",United States,,,,fiber_or_unknown,2025.0
airraq,Airraq,platinum-ak-united-states,"Platinum, AK, United States",United States,,,,fiber_or_unknown,2025.0
airraq,Airraq,quinhagak-ak-united-states,"Quinhagak, AK, United States",United States,,,,fiber_or_unknown,2025.0
airraq,Airraq,togiak-ak-united-states,"Togiak, AK, United States",United States,,,,fiber_or_unknown,2025.0
alaska-united-east-au-east,Alaska United East (AU-East),juneau-ak-united-states,"Juneau, AK, United States",United States,,,,fiber_or_unknown,1999.0
alaska-united-east-au-east,Alaska United East (AU-East),lynnwood-wa-united-states,"Lynnwood, WA, United States",United States,,,,fiber_or_unknown,1999.0
alaska-united-east-au-east,Alaska United East (AU-East),valdez-ak-united-states,"Valdez, AK, United States",United States,,,,fiber_or_unknown,1999.0
alaska-united-east-au-east,Alaska United East (AU-East),whittier-ak-united-states,"Whittier, AK, United States",United States,,,,fiber_or_unknown,1999.0
alaska-united-southeast-au-se,Alaska United Southeast (AU-SE),angoon-ak-united-states,"Angoon, AK, United States",United States,,,,fiber_or_unknown,2008.0
alaska-united-southeast-au-se,Alaska United Southeast (AU-SE),hawk-inlet-ak-united-states,"Hawk Inlet, AK, United States",United States,,,,fiber_or_unknown,2008.0
alaska-united-southeast-au-se,Alaska United Southeast (AU-SE),juneau-ak-united-states,"Juneau, AK, United States",United States,,,,fiber_or_unknown,2008.0
alaska-united-southeast-au-se,Alaska United Southeast (AU-SE),ketchikan-ak-united-states,"Ketchikan, AK, United States",United States,,,,fiber_or_unknown,2008.0
alaska-united-southeast-au-se,Alaska United Southeast (AU-SE),petersburg-ak-united-states,"Petersburg, AK, United States",United States,,,,fiber_or_unknown,2008.0
alaska-united-southeast-au-se,Alaska United Southeast (AU-SE),sitka-ak-united-states,"Sitka, AK, United States",United States,,,,fiber_or_unknown,2008.0
alaska-united-southeast-au-se,Alaska United Southeast (AU-SE),wrangell-ak-united-states,"Wrangell, AK, United States",United States,,,,fiber_or_unknown,2008.0
alaska-united-turnagain-arm-auta,Alaska United Turnagain Arm (AUTA),mchugh-point-ak-united-states,"McHugh Point, AK, United States",United States,,,,fiber_or_unknown,2012.0
alaska-united-turnagain-arm-auta,Alaska United Turnagain Arm (AUTA),portage-ak-united-states,"Portage, AK, United States",United States,,,,fiber_or_unknown,2012.0
alaska-united-west-au-west,Alaska United West (AU-West),ketchikan-ak-united-states,"Ketchikan, AK, United States",United States,,,,fiber_or_unknown,2004.0
alaska-united-west-au-west,Alaska United West (AU-West),seward-ak-united-states,"Seward, AK, United States",United States,,,,fiber_or_unknown,2004.0
alaska-united-west-au-west,Alaska United West (AU-West),warrenton-or-united-states,"Warrenton, OR, United States",United States,,,,fiber_or_unknown,2004.0
alba-1,ALBA-1,santiago-de-cuba-cuba,"Santiago de Cuba, Cuba",Cuba,,,,fiber_or_unknown,2012.0
alba-1,ALBA-1,siboney-cuba,"Siboney, Cuba",Cuba,,,,fiber_or_unknown,2012.0
alba-1,ALBA-1,ocho-rios-jamaica,"Ocho Rios, Jamaica",Jamaica,,,,fiber_or_unknown,2012.0
alba-1,ALBA-1,la-guaira-venezuela,"La Guaira, Venezuela",Venezuela,,,,fiber_or_unknown,2012.0
aletar,Aletar,alexandria-egypt,"Alexandria, Egypt",Egypt,,,,fiber_or_unknown,1997.0
aletar,Aletar,tartous-syria,"Tartous, Syria",Syria,,,,fiber_or_unknown,1997.0
almera-melilla-alme,Almería-Melilla (ALME),almera-spain,"Almería, Spain",Spain,,,,fiber_or_unknown,1990.0
almera-melilla-alme,Almería-Melilla (ALME),melilla-spain,"Melilla, Spain",Spain,,,,fiber_or_unknown,1990.0
alonso-de-ojeda,Alonso de Ojeda,baby-beach-aruba,"Baby Beach, Aruba",Aruba,,,,fiber_or_unknown,1999.0
alonso-de-ojeda,Alonso de Ojeda,willemstad-curaao,"Willemstad, Curaçao",Curaçao,,,,fiber_or_unknown,1999.0
alpal-2,Alpal-2,el-djamila-algeria,"El Djamila, Algeria",Algeria,,,,fiber_or_unknown,2002.0
alpal-2,Alpal-2,ses-covetes-spain,"Ses Covetes, Spain",Spain,,,,fiber_or_unknown,2002.0
america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),fortaleza-brazil,"Fortaleza, Brazil",Brazil,,,,fiber_or_unknown,2014.0
america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),rio-de-janeiro-brazil,"Rio de Janeiro, Brazil",Brazil,,,,fiber_or_unknown,2014.0
america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),salvador-brazil,"Salvador, Brazil",Brazil,,,,fiber_or_unknown,2014.0
america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),barranquilla-colombia,"Barranquilla, Colombia",Colombia,,,,fiber_or_unknown,2014.0
america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),cartagena-colombia,"Cartagena, Colombia",Colombia,,,,fiber_or_unknown,2014.0
america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),schooner-bight-colombia,"Schooner Bight, Colombia",Colombia,,,,fiber_or_unknown,2014.0
america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),puerto-limon-costa-rica,"Puerto Limon, Costa Rica",Costa Rica,,,,fiber_or_unknown,2014.0
america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),puerto-plata-dominican-republic,"Puerto Plata, Dominican Republic",Dominican Republic,,,,fiber_or_unknown,2014.0
america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),santo-domingo-dominican-republic,"Santo Domingo, Dominican Republic",Dominican Republic,,,,fiber_or_unknown,2014.0
america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),puerto-barrios-guatemala,"Puerto Barrios, Guatemala",Guatemala,,,,fiber_or_unknown,2014.0
america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),cancn-mexico,"Cancún, Mexico",Mexico,,,,fiber_or_unknown,2014.0
america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),hollywood-fl-united-states,"Hollywood, FL, United States",United States,,,,fiber_or_unknown,2014.0
america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),jacksonville-fl-united-states,"Jacksonville, FL, United States",United States,,,,fiber_or_unknown,2014.0
america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),ponce-pr-united-states,"Ponce, PR, United States",United States,,,,fiber_or_unknown,2014.0
america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),san-juan-pr-united-states,"San Juan, PR, United States",United States,,,,fiber_or_unknown,2014.0
american-1,AmeriCan-1,cordova-bay-bc-canada,"Cordova Bay, BC, Canada",Canada,,,,fiber_or_unknown,1999.0
american-1,AmeriCan-1,esquimalt-bc-canada,"Esquimalt, BC, Canada",Canada,,,,fiber_or_unknown,1999.0
american-1,AmeriCan-1,oak-harbor-wa-united-states,"Oak Harbor, WA, United States",United States,,,,fiber_or_unknown,1999.0
american-1,AmeriCan-1,point-roberts-wa-united-states,"Point Roberts, WA, United States",United States,,,,fiber_or_unknown,1999.0
american-1,AmeriCan-1,seattle-wa-united-states,"Seattle, WA, United States",United States,,,,fiber_or_unknown,1999.0
americas-i-north,Americas-I North,magens-bay-vi-united-states,"Magen’s Bay, VI, United States",United States,,,,fiber_or_unknown,1994.0
americas-i-north,Americas-I North,vero-beach-fl-united-states,"Vero Beach, FL, United States",United States,,,,fiber_or_unknown,1994.0
americas-ii-west,Americas-II West,miramar-pr-united-states,"Miramar, PR, United States",United States,,,,fiber_or_unknown,2000.0
americas-ii-west,Americas-II West,st-croix-virgin-islands-virgin-islands-u-s-,"St. Croix, Virgin Islands, Virgin Islands (U.S.)",Virgin Islands (U.S.),,,,fiber_or_unknown,2000.0
amerigo-vespucci,Amerigo Vespucci,willemstad-curaao,"Willemstad, Curaçao",Curaçao,,,,fiber_or_unknown,1999.0
amerigo-vespucci,Amerigo Vespucci,kralendijk-bonaire-netherlands,"Kralendijk, Bonaire, Netherlands",Netherlands,,,,fiber_or_unknown,1999.0
amitie,Amitie,le-porge-france,"Le Porge, France",France,,,,fiber_or_unknown,2023.0
amitie,Amitie,bude-united-kingdom,"Bude, United Kingdom",United Kingdom,,,,fiber_or_unknown,2023.0
amitie,Amitie,lynn-ma-united-states,"Lynn, MA, United States",United States,,,,fiber_or_unknown,2023.0
anjana,Anjana,santander-spain,"Santander, Spain",Spain,,,,fiber_or_unknown,2026.0
anjana,Anjana,myrtle-beach-sc-united-states,"Myrtle Beach, SC, United States",United States,,,,fiber_or_unknown,2026.0
antigua-st-kitts,Antigua-St.Kitts,st-johns-antigua-and-barbuda,"St. John’s, Antigua and Barbuda",Antigua and Barbuda,,,,fiber_or_unknown,1995.0
antigua-st-kitts,Antigua-St.Kitts,basseterre-saint-kitts-and-nevis,"Basseterre, Saint Kitts and Nevis",Saint Kitts and Nevis,,,,fiber_or_unknown,1995.0
antillas-1,Antillas 1,cacique-dominican-republic,"Cacique, Dominican Republic",Dominican Republic,,,,fiber_or_unknown,1997.0
antillas-1,Antillas 1,punta-cana-dominican-republic,"Punta Cana, Dominican Republic",Dominican Republic,,,,fiber_or_unknown,1997.0
antillas-1,Antillas 1,isla-verde-pr-united-states,"Isla Verde, PR, United States",United States,,,,fiber_or_unknown,1997.0
apcn-2,APCN-2,chongming-china,"Chongming, China",China,,,,fiber_or_unknown,2001.0
apcn-2,APCN-2,lantau-island-china,"Lantau Island, China",China,,,,fiber_or_unknown,2001.0
apcn-2,APCN-2,shantou-china,"Shantou, China",China,,,,fiber_or_unknown,2001.0
apcn-2,APCN-2,chikura-japan,"Chikura, Japan",Japan,,,,fiber_or_unknown,2001.0
apcn-2,APCN-2,kitaibaraki-japan,"Kitaibaraki, Japan",Japan,,,,fiber_or_unknown,2001.0
apcn-2,APCN-2,cherating-malaysia,"Cherating, Malaysia",Malaysia,,,,fiber_or_unknown,2001.0
apcn-2,APCN-2,batangas-philippines,"Batangas, Philippines",Philippines,,,,fiber_or_unknown,2001.0
apcn-2,APCN-2,katong-singapore,"Katong, Singapore",Singapore,,,,fiber_or_unknown,2001.0
apcn-2,APCN-2,busan-south-korea,"Busan, South Korea",South Korea,,,,fiber_or_unknown,2001.0
apcn-2,APCN-2,tanshui-taiwan,"Tanshui, Taiwan",Taiwan,,,,fiber_or_unknown,2001.0
apocs-1,APOCS 1,cape-ray-nl-canada,"Cape Ray, NL, Canada",Canada,,,,fiber_or_unknown,1991.0
apocs-1,APOCS 1,sydney-mines-ns-canada,"Sydney Mines, NS, Canada",Canada,,,,fiber_or_unknown,1991.0
apocs-2,APOCS 2,aylesford-ns-canada,"Aylesford, NS, Canada",Canada,,,,fiber_or_unknown,1995.0
apocs-2,APOCS 2,codroy-nl-canada,"Codroy, NL, Canada",Canada,,,,fiber_or_unknown,1995.0
apocs-2,APOCS 2,dingwall-ns-canada,"Dingwall, NS, Canada",Canada,,,,fiber_or_unknown,1995.0
apocs-2,APOCS 2,st-martins-nb-canada,"St. Martins, NB, Canada",Canada,,,,fiber_or_unknown,1995.0
apollo,Apollo,lannion-france,"Lannion, France",France,,,,fiber_or_unknown,2003.0
apollo,Apollo,bude-united-kingdom,"Bude, United Kingdom",United Kingdom,,,,fiber_or_unknown,2003.0
apollo,Apollo,manasquan-nj-united-states,"Manasquan, NJ, United States",United States,,,,fiber_or_unknown,2003.0
apollo,Apollo,shirley-ny-united-states,"Shirley, NY, United States",United States,,,,fiber_or_unknown,2003.0
apollo-east-and-west,Apollo East and West,korakia-greece,"Korakia, Greece",Greece,,,,fiber_or_unknown,2025.0
apollo-east-and-west,Apollo East and West,pachi-greece,"Pachi, Greece",Greece,,,,fiber_or_unknown,2025.0
apricot,Apricot,agat-guam,"Agat, Guam",Guam,,,,fiber_or_unknown,2025.0
apricot,Apricot,batam-indonesia,"Batam, Indonesia",Indonesia,,,,fiber_or_unknown,2025.0
apricot,Apricot,tanjung-pakis-indonesia,"Tanjung Pakis, Indonesia",Indonesia,,,,fiber_or_unknown,2025.0
apricot,Apricot,minamiboso-japan,"Minamiboso, Japan",Japan,,,,fiber_or_unknown,2025.0
apricot,Apricot,baler-philippines,"Baler, Philippines",Philippines,,,,fiber_or_unknown,2025.0
apricot,Apricot,davao-philippines,"Davao, Philippines",Philippines,,,,fiber_or_unknown,2025.0
apricot,Apricot,tuas-singapore,"Tuas, Singapore",Singapore,,,,fiber_or_unknown,2025.0
apricot,Apricot,toucheng-taiwan,"Toucheng, Taiwan",Taiwan,,,,fiber_or_unknown,2025.0
apx-east,APX East,sydney-nsw-australia,"Sydney, NSW, Australia",Australia,,,,fiber_or_unknown,2028.0
apx-east,APX East,suva-fiji,"Suva, Fiji",Fiji,,,,fiber_or_unknown,2028.0
apx-east,APX East,kapolei-hi-united-states,"Kapolei, HI, United States",United States,,,,fiber_or_unknown,2028.0
apx-east,APX East,san-diego-ca-united-states,"San Diego, CA, United States",United States,,,,fiber_or_unknown,2028.0
aqualink,Aqualink,auckland-new-zealand,"Auckland, New Zealand",New Zealand,,,,fiber_or_unknown,2001.0
aqualink,Aqualink,christchurch-new-zealand,"Christchurch, New Zealand",New Zealand,,,,fiber_or_unknown,2001.0
aqualink,Aqualink,kaikoura-new-zealand,"Kaikoura, New Zealand",New Zealand,,,,fiber_or_unknown,2001.0
aqualink,Aqualink,new-plymouth-new-zealand,"New Plymouth, New Zealand",New Zealand,,,,fiber_or_unknown,2001.0
aqualink,Aqualink,oara-new-zealand,"Oara, New Zealand",New Zealand,,,,fiber_or_unknown,2001.0
aqualink,Aqualink,paraparaumu-new-zealand,"Paraparaumu, New Zealand",New Zealand,,,,fiber_or_unknown,2001.0
aqualink,Aqualink,raglan-new-zealand,"Raglan, New Zealand",New Zealand,,,,fiber_or_unknown,2001.0
aqualink,Aqualink,titahi-bay-new-zealand,"Titahi Bay, New Zealand",New Zealand,,,,fiber_or_unknown,2001.0
aqualink,Aqualink,waikanae-new-zealand,"Waikanae, New Zealand",New Zealand,,,,fiber_or_unknown,2001.0
aqualink,Aqualink,wellington-new-zealand,"Wellington, New Zealand",New Zealand,,,,fiber_or_unknown,2001.0
aqualink,Aqualink,whanganui-new-zealand,"Whanganui, New Zealand",New Zealand,,,,fiber_or_unknown,2001.0
arcos,ARCOS,cat-island-bahamas,"Cat Island, Bahamas",Bahamas,,,,fiber_or_unknown,2001.0
arcos,ARCOS,crooked-island-bahamas,"Crooked Island, Bahamas",Bahamas,,,,fiber_or_unknown,2001.0
arcos,ARCOS,nassau-bahamas,"Nassau, Bahamas",Bahamas,,,,fiber_or_unknown,2001.0
arcos,ARCOS,belize-city-belize,"Belize City, Belize",Belize,,,,fiber_or_unknown,2001.0
arcos,ARCOS,cartagena-colombia,"Cartagena, Colombia",Colombia,,,,fiber_or_unknown,2001.0
arcos,ARCOS,riohacha-colombia,"Riohacha, Colombia",Colombia,,,,fiber_or_unknown,2001.0
